,name,age,joining_date,income,job_category,remote,unknown1,city,country,unknown2,gender,phone,email,marital_status,employment_status,job_role,analytics,dashboard,experience,company
497,Kenneth Hernandez,,2023-03-16,46577,C,,001,East Codyberg,Lithuania,True,Other,(077)005-4318x2650,,single,,Chiropodist,SQL,PowerBI,8,
498,Lisa Cardenas,,2025-04-12,17235,Unknown,Yes,002,Jeffersonside,Jordan,True,M,297-807-3027,,,employed,Town planner,Excel,Other,9,
499,Gary White,53,,35948,A,No,002,New Jenniferburgh,Kyrgyz Republic,,,(563)122-0456,,,employed,Industrial/product designer,SQL,R,5,
500,Catherine Espinoza,25,,6726,A,No,003,Port Dana,French Polynesia,,,+1-033-885-3600x8515,alexawilliamson@gmail.com,single,freelancer,Medical laboratory scientific officer,Python,Other,5,
501,Michael Rodriguez,60,2025-05-17,143844,Unknown,No,002,Marcview,Central African Republic,,,+1-386-852-5663x5481,,,,"Production assistant, radio",Python,PowerBI,7,
502,Jacob Hart,,,27224,C,No,abc,New Beverly,New Zealand,False,,108.184.9293x49466,bcervantes@howell-williams.com,,employed,Electronics engineer,SQL,Other,0,
503,Lisa Moore,,,114918,Unknown,,003,Quinnland,French Southern Territories,,Other,169-221-1940,wwalker@pierce.com,,,Research scientist (physical sciences),Other,Tableau,6,Young-Griffin
504,Cindy Miller,59,,120905,C,Yes,002,Branchland,Cayman Islands,,M,001-502-563-6993x8409,harpershawn@gmail.com,,,Psychotherapist,SQL,Other,8,Gonzales Inc
505,Drew Tyler,31,,141665,C,No,001,Reginamouth,Congo,True,,0148072996,,,unemployed,Marine scientist,Python,Other,8,
506,Jacqueline Thompson,64,2023-01-17,138037,C,Yes,001,Matthewburgh,Anguilla,True,,8910927314,,single,,IT sales professional,Python,Tableau,9,
507,Kathleen Anderson,,,66299,C,Yes,003,Andrewport,Ukraine,False,,458.642.6897x73563,,married,employed,Insurance account manager,Python,Other,9,
508,Adam Walker,,2023-04-11,116592,Unknown,Yes,001,Flynnmouth,Georgia,True,,2406576386,jessica99@gmail.com,,unemployed,Health service manager,Other,PowerBI,5,
509,Michelle Christensen,,,108489,B,,abc,South Gabrielport,Venezuela,,,(845)741-7513,,,,Building control surveyor,SQL,Tableau,8,
510,Dana Cross,,,139528,Unknown,Yes,,Martinfort,Puerto Rico,False,,335.519.6851x5149,,single,unemployed,"Production assistant, radio",Other,R,1,
511,Michelle Smith,44,2022-09-26,80914,A,,002,Lake Breannaton,Malaysia,True,Other,658.897.7300,,,freelancer,Dispensing optician,Python,Other,0,
512,Mary Cohen,,,84996,B,No,002,New Judymouth,Svalbard & Jan Mayen Islands,,M,(264)890-5920x332,zhughes@yahoo.com,,employed,"Loss adjuster, chartered",Excel,Other,7,
513,Matthew Bell,,,103908,Unknown,,002,East Sharishire,Sierra Leone,False,,+1-360-387-4686x1327,,,,"Engineer, drilling",Other,Tableau,5,
514,James Wilson,,,66032,Unknown,No,,New Mark,Anguilla,True,,001-523-503-3499x99918,,,employed,Archaeologist,SQL,PowerBI,9,
515,Marc Jones,,,27322,A,,,Lake Matthew,Jamaica,True,,+1-245-202-5716x118,,married,,Glass blower/designer,Other,PowerBI,1,
516,Angela Stuart,52,2022-09-14,58950,A,,abc,Lake Lynn,Wallis and Futuna,True,,(243)550-3518,,,,Retail buyer,Other,PowerBI,7,
517,Robert Rivers,,2024-06-09,143386,C,Yes,003,West Barbara,India,True,M,+1-394-942-5470x52885,johnsonrobin@yahoo.com,married,freelancer,Arts administrator,SQL,Tableau,4,
518,Debra Lopez,,,20443,C,No,001,Whiteton,Malta,True,Other,+1-284-561-4105x8826,,single,freelancer,Human resources officer,SQL,Other,5,"Smith, Ruiz and Mueller"
519,Nichole Wall,42,2023-04-11,66994,Unknown,,,North Michelleside,Macedonia,,M,+1-929-869-5539,,single,freelancer,"Administrator, arts",Other,Other,6,
520,Laurie Snyder,48,,9881,B,,,Lake Crystal,Austria,True,F,351.882.0345,,married,freelancer,Ceramics designer,Other,Other,7,
521,Mark Barnes,,2024-10-30,42320,C,,002,Moorebury,Madagascar,False,,+1-861-210-3659,,,employed,Chartered legal executive (England and Wales),Excel,Other,9,"Miller, Wade and Anderson"
522,Holly Martinez,59,2022-08-09,131402,B,,003,Port Abigail,Solomon Islands,,Other,001-199-670-9840,,married,,Production manager,Other,R,0,
523,Ethan Patterson,,,28518,Unknown,Yes,002,Tuckerberg,Tajikistan,,,6961244471,nicholegray@munoz.com,,freelancer,TEFL teacher,Python,Other,4,
524,Christopher Gilbert,,2024-07-03,91103,A,No,,West Jessica,British Virgin Islands,True,,889-783-0198x5751,,single,employed,"Administrator, arts",SQL,Other,8,
525,James Smith,,,25322,Unknown,Yes,,South Randallmouth,Hungary,,M,049.629.4421x3365,,,,"Engineer, energy",Python,Other,2,
526,Steven Jones,18,,55591,Unknown,Yes,002,Keithberg,Italy,True,Other,(693)533-1796x71615,,,unemployed,Metallurgist,Excel,Other,10,"Taylor, Lopez and Rocha"
527,Michael Davis,63,2023-08-24,100158,A,Yes,abc,East Jessica,Dominica,False,M,001-410-450-6323,singhmichael@brown.org,,employed,Naval architect,Python,Other,8,"Barber, Terry and Cisneros"
528,Brittany Burch,,2023-03-25,51013,B,,002,Port Rebeccafort,Ghana,True,F,+1-807-266-1531,,married,,"Buyer, industrial",Python,Tableau,10,
529,Mr. Carlos Black Jr.,,,123994,A,Yes,,West Jeffrey,Papua New Guinea,True,Other,(085)101-1947,,,freelancer,Arts administrator,Excel,Other,7,Downs-George
530,Alex Gonzales,,2025-09-01,63863,A,Yes,abc,West Valerie,Myanmar,,Other,(911)014-9802x0574,shannongardner@white.com,,unemployed,Tourist information centre manager,Python,PowerBI,9,
531,Travis Adams,65,,70531,A,No,003,Steeleberg,Taiwan,,M,+1-172-594-3042x6871,,single,employed,Music tutor,Other,Other,0,
532,Danielle Rogers,,2024-04-15,129145,A,No,001,Tammymouth,El Salvador,,,685.975.2622x29390,lisa10@monroe.com,single,,"Engineer, electrical",Other,Other,1,
533,Angela Jones,,2024-07-05,20908,A,Yes,003,Lake Robert,Sao Tome and Principe,True,F,(858)248-1063x6007,townsendmonica@hotmail.com,,employed,Accommodation manager,Python,Other,10,Bowen-Thomas
534,Joseph Brooks,22,2022-04-06,82310,Unknown,Yes,001,Lake Heatherborough,Myanmar,,F,704-033-9213x783,,single,,Physiotherapist,Other,Other,6,
535,Stephen Estes,57,2025-01-31,11808,Unknown,,003,Lake Bailey,Montserrat,False,M,337.993.4331,currychristina@jones.com,single,,Equality and diversity officer,Excel,Other,3,
536,Leslie Davis,,,115364,Unknown,,abc,Lake Shelbyview,Anguilla,False,F,002-472-0635,justin30@cox.org,single,employed,Media buyer,SQL,R,9,"Gomez, Robertson and Nichols"
537,Stephen Herman,,2022-08-16,146857,C,No,abc,Robertsview,Luxembourg,,,001-579-347-1991x4313,,,freelancer,Contractor,Excel,Other,9,
538,Sarah Chan,61,2023-04-16,19314,Unknown,No,002,Matthewchester,Palestinian Territory,False,F,(056)874-2341x9249,cheryl69@duran.biz,,unemployed,Trade union research officer,Other,Other,9,
539,Donald Howell,,,83546,Unknown,No,002,Lopezton,Malaysia,True,,+1-547-323-6104x92693,elizabeth63@gmail.com,,unemployed,Clinical research associate,Excel,Tableau,3,"Richard, Miller and Arnold"
540,Robert Brown,57,2024-07-12,91904,Unknown,No,abc,West Courtneyhaven,Paraguay,False,M,170-378-4763,,single,employed,Geoscientist,Python,PowerBI,8,
541,Christopher Mckinney,,,99348,A,Yes,002,Greenfurt,Nepal,False,Other,6401285867,nberry@gmail.com,married,freelancer,Furniture conservator/restorer,SQL,R,8,
542,Robert Barnett,29,2024-09-22,73626,B,Yes,,South Shawnhaven,Zambia,False,,459.021.3764,,single,freelancer,Fashion designer,SQL,R,7,
543,Philip Chavez,,2023-01-30,118696,B,Yes,002,Mcdanielport,Pitcairn Islands,False,F,(164)869-2230,wilkersonyolanda@wong.net,,freelancer,Arboriculturist,Python,Other,6,
544,Katherine Soto,33,,145369,B,No,003,Claymouth,Syrian Arab Republic,False,M,(431)327-8874,,,unemployed,Clothing/textile technologist,Other,Other,7,
545,Douglas Long,64,,22006,C,,abc,Ramirezland,Timor-Leste,,,+1-814-758-6923x313,,,unemployed,Plant breeder/geneticist,Python,R,8,
546,Helen Tapia,,,110105,A,No,002,North Brian,Uzbekistan,False,,514-942-3035,pittsmalik@arias.com,,unemployed,Occupational therapist,Python,Other,6,
547,Tracie Smith,,2025-03-04,40213,B,Yes,abc,Christopherport,Montserrat,,F,346-854-2153x9418,,single,,Secretary/administrator,Other,Other,5,Nunez Group
548,Kenneth Klein,,,135427,C,Yes,abc,West Helenport,British Virgin Islands,True,F,541-545-5304x610,,married,freelancer,Translator,Excel,R,1,Morris-Cooper
549,Vernon Price,,,77463,A,Yes,001,Torresland,Sierra Leone,True,Other,058-342-0979,barberjohn@thompson.biz,married,freelancer,Architectural technologist,SQL,R,4,White Ltd
550,Justin Hernandez,,2022-10-20,41140,Unknown,Yes,001,Adamsfurt,Montenegro,,Other,5040260024,,,,"Therapist, speech and language",Other,PowerBI,7,
551,Anthony Turner,50,,60017,Unknown,No,,West Jesus,Korea,,,001-119-734-3925x02473,,single,freelancer,Broadcast engineer,SQL,Other,6,
552,Mary Turner,,,41424,C,Yes,,East Mary,Macao,True,,020.273.4904x80006,,,freelancer,Public relations officer,SQL,Other,6,
553,Ronald Tyler,,,11092,A,No,002,Port Brandonstad,Indonesia,,,024.112.3222x076,,,,Physiotherapist,SQL,Other,1,
554,Hector Wolfe,42,,123367,B,Yes,002,Angelaberg,Uganda,True,,8963583687,zjohnson@wiggins-williams.com,single,,Television camera operator,Other,PowerBI,2,
555,Michelle Coffey,,2024-05-22,81311,Unknown,Yes,abc,Port Alexa,Syrian Arab Republic,True,Other,886-729-6488,,single,unemployed,Patent examiner,Python,Other,6,
556,David Garcia,25,,23025,Unknown,No,002,Lindsaytown,Bulgaria,False,Other,941-962-7018x4408,,,unemployed,"Copywriter, advertising",Other,Other,4,
557,Kara Mccormick,,,6951,C,No,001,Wendyview,France,,,3739842605,vcollins@moore-booth.com,,,"Psychologist, clinical",Other,Other,7,
558,Sean Hart,,2024-09-17,124618,C,Yes,abc,North Zacharyville,Malaysia,False,,+1-628-379-4680,collinstodd@hotmail.com,married,,Pathologist,Other,Other,6,
559,Matthew Lucas,,,16446,A,No,003,Michaelmouth,Wallis and Futuna,,M,001-183-562-7580x62662,,married,,Public house manager,Other,Other,1,Delacruz Ltd
560,Melissa Spears,22,,90462,Unknown,No,002,New Lisastad,Switzerland,,F,619.565.7709x4642,,single,,"Loss adjuster, chartered",Excel,PowerBI,10,
561,Austin Jackson,,,109685,A,Yes,001,Brentstad,Serbia,True,Other,6350088462,kimthompson@yahoo.com,married,freelancer,Materials engineer,Other,Other,7,
562,Cameron Baker,,2025-01-06,119746,C,No,003,Port Colin,Burkina Faso,False,F,+1-526-345-1108x4180,kenneth98@hill.com,single,unemployed,Conference centre manager,Python,PowerBI,8,
563,William Flores,43,2025-03-04,7938,B,No,abc,Reginaport,Christmas Island,,F,6516612179,rberger@lewis.com,single,,Barrister,SQL,Other,0,
564,Misty Short,,2023-10-15,85825,Unknown,Yes,,North Suzannemouth,British Virgin Islands,True,M,+1-730-148-3511,,married,unemployed,Theme park manager,Python,Tableau,3,
565,Jacob Rojas,,2022-12-28,93373,A,Yes,002,Port Kurt,Christmas Island,True,F,+1-116-411-1126x03638,,married,employed,Engineering geologist,Other,Other,1,Cain-Taylor
566,Steven Bartlett,,2023-10-11,147004,Unknown,Yes,001,Port Russellburgh,Aruba,False,F,338-422-3138,dorothy44@sherman.com,,freelancer,Industrial/product designer,SQL,PowerBI,6,
567,Paul Shelton,38,,62696,B,Yes,,South Leonard,Papua New Guinea,,M,+1-363-951-4047,stacey07@robinson.biz,married,,"Administrator, education",Python,Other,7,
568,Jonathan Collins,,,29836,C,Yes,,Goodmantown,Hong Kong,False,Other,(904)225-6082x40036,maryjackson@wilkinson.com,,,Psychiatrist,Excel,R,0,
569,Timothy Vasquez,,,65928,Unknown,,,Mcgeemouth,Liberia,True,F,001-353-646-6772x3349,rvang@gmail.com,single,freelancer,Secretary/administrator,SQL,Other,3,
570,Jonathon Howard,23,2022-09-23,82755,A,No,abc,West Maryton,Chile,False,M,001-826-793-6119,mary63@briggs-lin.info,,freelancer,Chartered accountant,SQL,R,5,
571,Jennifer Walters,,,80616,A,No,,North Amy,Israel,,Other,(862)647-9284x129,clarkelizabeth@yahoo.com,married,,Archivist,Excel,Tableau,10,
572,Joseph Rhodes MD,64,,141700,C,No,abc,Yangbury,Saint Barthelemy,True,M,403.534.4448x8010,,single,unemployed,Environmental consultant,Excel,Tableau,3,
573,Kelly Baker,23,,58575,A,,001,East Monica,Hungary,,,001-955-100-2842,,married,unemployed,Lawyer,SQL,Other,2,
574,Patrick Sherman,,2024-12-06,57796,B,No,001,Shieldshaven,French Polynesia,,,421-500-6023x7840,,married,,Education administrator,Other,Other,8,
575,Cassie Pierce,,2024-08-16,131353,A,Yes,abc,New Catherine,Aruba,True,Other,(904)736-7515x41377,,married,,Energy manager,SQL,R,6,Lewis-Brown
576,Kimberly Clark,,2023-10-11,131050,B,No,002,Lake Steven,Malta,,F,+1-028-579-1156x89476,danielperez@hotmail.com,married,employed,Technical brewer,Excel,Other,5,Davis-Hines
577,Todd Carrillo,,,102817,Unknown,No,003,Alexanderfurt,Antarctica (the territory South of 60 deg S),True,,+1-246-450-2508x42081,daniel14@gmail.com,single,,Medical physicist,Other,Tableau,3,Pennington-Scott
578,Reginald Green,,2025-03-16,133089,C,Yes,,Richardmouth,Chad,,,(232)349-9413,,married,unemployed,Civil Service administrator,Other,PowerBI,5,
579,Jessica Bennett,,2024-11-29,43766,B,,abc,Port Matthewchester,Malta,False,Other,001-137-231-4410x57744,jessebailey@hernandez.info,married,employed,Archaeologist,Excel,PowerBI,10,
580,David Salinas,,,26062,Unknown,No,abc,New Eric,Macedonia,False,,659.003.3590x210,,,,"Accountant, chartered",Other,Other,9,Taylor LLC
581,Kathy Richardson,,2022-07-26,95280,C,Yes,,East Joshuabury,Myanmar,False,,001-864-584-1689x24188,,,employed,Geographical information systems officer,SQL,Other,0,
582,Joseph Dunlap,,,80586,Unknown,No,002,Port Christyland,Congo,,F,(032)646-3961,,married,unemployed,Administrator,Other,Tableau,8,
583,Michelle Warren,,2025-05-14,20461,C,No,003,East Sarah,Seychelles,,,680-090-7359,,single,unemployed,Maintenance engineer,Excel,R,1,Price Inc
584,Sydney Harrison,,2023-03-24,66546,Unknown,No,,Maryhaven,Bosnia and Herzegovina,True,M,+1-735-487-5130,smithtanya@hotmail.com,,employed,Media buyer,Other,PowerBI,1,
585,Larry Howell,51,,74687,Unknown,No,003,Port Hannah,Mauritania,,Other,(969)931-2288,,,freelancer,Administrator,SQL,R,10,Haley-Mathis
586,Lynn Hernandez,,2023-11-11,91574,B,Yes,abc,Cherylview,Central African Republic,,F,+1-213-758-0914x58610,arivera@russell.com,single,,Probation officer,Python,Tableau,5,Jones PLC
587,Valerie Walker,,,54266,A,No,001,Port Billyshire,Guatemala,,M,986.485.2451,,,,"Engineer, structural",SQL,Other,7,Pierce-Fox
588,Emily Nguyen,,2024-06-13,129812,B,Yes,003,Mcintyrechester,Turks and Caicos Islands,False,F,001-621-542-5458x3932,,single,unemployed,"Psychologist, clinical",Other,PowerBI,4,
589,Eric Collier,,2023-07-19,35324,Unknown,,002,East Stephenville,Zimbabwe,False,F,(779)404-8723x8329,sanchezangela@weeks-cardenas.info,single,employed,Health visitor,Other,PowerBI,2,"Morgan, Payne and Kemp"
590,Christopher Bradshaw,,2025-01-13,129859,B,No,,East Stevenfort,Guatemala,,M,(774)756-9141x4526,,,unemployed,"Accountant, chartered management",Other,Other,1,
591,Richard Clark,,,119547,A,No,003,Petersonbury,Estonia,True,Other,001-929-044-8006x6358,gilbertjared@wheeler-holland.com,single,employed,Rural practice surveyor,Python,Other,3,
592,Austin Gonzales,,2022-07-04,87148,Unknown,,,Alexanderberg,Bahamas,True,Other,+1-414-979-8279x4685,nicolepeterson@yahoo.com,married,,Insurance broker,Other,R,5,
593,David Nixon,,,32940,Unknown,Yes,,New Michaelland,Central African Republic,,Other,(646)065-3920,victor14@yahoo.com,,unemployed,Financial adviser,Other,Other,2,
594,Patricia Cooper,36,2024-08-22,85974,Unknown,Yes,003,North Martin,Brunei Darussalam,,F,4574088891,,,,Facilities manager,Excel,R,2,
595,Jose Stafford,,2022-09-21,18779,C,No,,North Lee,Albania,,Other,6995440499,,married,employed,Network engineer,Other,Other,5,"Cohen, Ward and Olson"
596,Lauren Fischer,,2023-08-28,107514,B,,,Joneston,Zimbabwe,,Other,719-158-8762,,married,,Emergency planning/management officer,Other,PowerBI,2,Miller Ltd
597,Chad Mcdaniel,55,2023-07-12,47911,C,No,,Nathanmouth,Poland,,Other,001-711-949-4427x9664,jasmine45@gmail.com,married,unemployed,Ceramics designer,SQL,PowerBI,5,
598,David Waller,54,2024-12-01,116964,C,Yes,001,South Jeremychester,India,,,443-483-4569x62259,cervanteskaitlyn@johnson.com,single,employed,"Therapist, speech and language",Other,R,9,Jones Ltd
599,Jose Phillips,,,36143,A,Yes,abc,Angelaland,Falkland Islands (Malvinas),,,001-253-287-7073x744,iharding@dillon-woods.com,,employed,Air traffic controller,Other,Other,4,
600,Jeffrey Wood,,2025-04-21,35573,B,Yes,abc,Lake Anthonytown,Isle of Man,False,M,425.580.8013x5478,,,freelancer,Dietitian,Excel,Other,2,Mathis-Rice
601,Raymond Clark,,,37829,B,No,001,Donaldchester,Greenland,False,,789-305-0208,,single,,Network engineer,Other,Other,8,Riddle-Miller
602,Casey Smith,,,37529,A,Yes,002,Carriestad,French Polynesia,False,M,(471)049-5541,,,freelancer,"Accountant, chartered public finance",Excel,PowerBI,2,
603,Courtney Brown,,2025-01-19,72308,A,Yes,001,West Eric,Timor-Leste,,Other,(125)554-3800,,married,,"Secretary, company",Excel,Tableau,4,
604,Jordan Phillips,,,133566,C,,003,Lake Lucasfurt,Singapore,False,M,(979)748-3236,,single,unemployed,"Psychologist, educational",Excel,Tableau,2,Johnson LLC
605,Robert Miller,31,,99126,B,No,,Mercedesfort,Malta,,M,6674908730,,,freelancer,Animal nutritionist,Other,Tableau,6,Lowe Group
606,Theodore Henson,,,42550,Unknown,No,001,Stoneberg,Tajikistan,,F,+1-818-479-1632,,,,"Conservation officer, nature",Other,Other,2,Luna Ltd
607,Willie Mcintyre,,,69880,B,Yes,001,New Jacob,Guinea-Bissau,True,,(048)774-5256,,single,freelancer,Dramatherapist,Excel,R,5,"Young, Zimmerman and Barron"
608,Michael Russell,27,2022-07-05,103869,A,Yes,001,West Scottchester,Macedonia,True,F,+1-412-914-1705x12798,,,,Youth worker,Other,PowerBI,8,Walker Group
609,Susan Soto,,2023-01-11,30969,A,No,003,West Mandy,Latvia,,F,167.020.6977x794,,,,Photographer,Other,Tableau,4,
610,Vanessa Sellers,,2024-08-10,42400,Unknown,,,East Bruce,Netherlands Antilles,,M,(636)190-7118,,,unemployed,"Pharmacist, community",Other,Other,7,
611,Michael Martin,,,77305,Unknown,,,Philipton,Niue,False,Other,824-307-5623x0767,,single,freelancer,Geochemist,Other,R,1,
612,Jeffrey Boone,23,2024-06-22,48283,A,Yes,,Port Duanehaven,Taiwan,,,+1-111-886-7352x84464,,single,,Tourist information centre manager,Other,Tableau,7,"Porter, Blair and Padilla"
613,Benjamin Williams,,,111291,A,,002,East Brandonborough,Russian Federation,True,,001-097-705-3893,,,unemployed,"Runner, broadcasting/film/video",Other,Other,0,
614,Nicholas Navarro,46,,50826,B,No,002,West Robert,Puerto Rico,,M,001-463-376-6770x907,,,,Games developer,SQL,R,1,Wood-Vance
615,Melissa Elliott,61,,35897,B,Yes,abc,Hillville,Hungary,,Other,191-951-0645,meredith19@clark.com,single,,Planning and development surveyor,Other,Tableau,4,
616,Tommy Hoffman,50,,132996,A,No,001,Scottport,Mongolia,,Other,(071)094-7722x9730,,,employed,"Buyer, retail",Excel,R,2,Daniels Inc
617,Shawn Lin,40,2025-03-19,56785,B,,,New Laurie,Cote d'Ivoire,False,,+1-727-721-6833x0606,vdixon@knight.biz,,employed,Systems developer,SQL,R,3,"Morrison, Bryan and Cunningham"
618,Paul Brooks,,2025-01-11,52757,Unknown,Yes,001,Port Caitlyn,French Guiana,,,+1-586-081-6944x020,campbelldebbie@roberts.com,married,freelancer,Environmental education officer,Other,PowerBI,5,
619,Emily Clark,30,2023-08-29,40043,Unknown,Yes,,Port Adamburgh,Saint Martin,,M,001-515-934-9862,justinevans@gmail.com,married,,Corporate treasurer,Python,PowerBI,6,Vega Inc
620,Kimberly Owens,,2024-09-06,109825,Unknown,Yes,002,Dianeborough,Holy See (Vatican City State),True,M,252-974-2075,mayerrobert@mosley.org,married,unemployed,Personnel officer,Python,Other,0,
621,Renee Rodriguez,33,2024-12-30,7104,Unknown,No,003,Velasquezchester,Burundi,,,1858866436,jeffrey32@johnson-walker.com,,unemployed,"Scientist, research (medical)",Other,Tableau,8,
622,Angela Flores,,2023-01-11,69842,Unknown,No,abc,East Cristianstad,Seychelles,True,,001-780-552-9710,,married,unemployed,Careers adviser,Other,Tableau,3,
623,Michael Riggs,,2025-04-03,55378,C,Yes,001,Andrewsberg,Syrian Arab Republic,False,M,+1-230-734-5827x53014,andrea11@dudley.info,,,"Engineer, production",Other,R,10,
624,Samantha Waters,,,138657,Unknown,Yes,003,South Paulshire,Vanuatu,True,Other,9800554053,,,freelancer,"Psychotherapist, dance movement",Other,Tableau,5,
625,Calvin Moore,29,2024-10-17,89315,A,Yes,abc,Jasonstad,Norfolk Island,,,935.154.7967x759,sandrastevens@wilson.net,,unemployed,Automotive engineer,Python,Other,5,"Wong, White and Hernandez"
626,Michele Browning,37,2023-07-26,149642,C,No,003,Danielberg,Chad,,,043-555-5755,,,unemployed,Purchasing manager,Python,Tableau,9,Morris-Johnson
627,Elizabeth Pearson,23,2023-04-05,36550,A,,,South Robertburgh,Uruguay,False,F,001-537-561-7960x601,,,employed,Multimedia specialist,Excel,Other,9,Smith Inc
628,Derek Santos,,,57952,Unknown,No,001,South Austin,Liberia,False,F,779-664-7217,,,,Field seismologist,Python,R,7,
629,John Guerrero,63,,114839,Unknown,,001,East Janetside,American Samoa,False,,391.487.7572,,married,freelancer,"Psychotherapist, child",Excel,Other,0,
630,Toni Cummings,,,144583,Unknown,Yes,002,Noahport,Marshall Islands,,,(295)720-7158,,,,"Nurse, mental health",Other,R,3,
631,Patricia Jordan,18,,7322,Unknown,No,,North Heather,Estonia,,Other,275.939.4170,norrisbrenda@gmail.com,,freelancer,Retail buyer,Other,PowerBI,2,
632,Jay Patel,,2024-02-18,43833,B,No,003,Jeffreyton,Mayotte,True,F,(078)297-9728x7187,keith71@mcdowell.com,single,employed,Glass blower/designer,Python,Other,5,Horn Group
633,Christopher Richards,,,40025,Unknown,,003,Melissatown,Ecuador,,M,602.641.0319,,single,freelancer,Diagnostic radiographer,SQL,R,2,Lopez PLC
634,Craig Frey,,,105134,B,,,West Josephbury,Bahrain,False,,+1-220-364-6206x9818,harmonjoshua@howard.net,,freelancer,"Engineer, water",SQL,Other,10,Clay PLC
635,Melissa Ellis,,2023-03-05,118745,C,No,abc,West Dennis,Tunisia,True,,(359)211-9789x275,davidrodriguez@ingram.net,,unemployed,Private music teacher,SQL,Tableau,9,Hill-Klein
636,Justin Burke,64,2024-12-18,47708,C,Yes,,Ramosshire,Swaziland,False,M,+1-582-919-2170x53672,tjackson@gmail.com,single,,"Engineer, land",SQL,Other,10,"Castaneda, Cook and Brown"
637,Marilyn Simpson,,,8090,B,Yes,abc,South Pattyfurt,Antigua and Barbuda,True,M,632-441-8264,ahernandez@gmail.com,single,unemployed,"Pharmacist, hospital",SQL,PowerBI,4,
638,Mr. Russell Harris,,2023-10-09,7463,B,,,Murphyview,Martinique,,M,+1-055-199-5115,allengrant@young.org,married,,"Engineer, biomedical",Other,Other,2,Perry Ltd
639,Timothy Jones,,2025-02-06,147482,B,,001,Lake Katrinaborough,Cuba,True,M,+1-726-471-0365x79070,christine53@yahoo.com,,employed,Investment analyst,Other,Other,2,
640,Michael Haley,32,2024-07-23,43633,C,Yes,002,West Ronaldport,Lao People's Democratic Republic,,M,983-101-3315x77804,,married,employed,Clinical cytogeneticist,SQL,PowerBI,4,"Mann, Walters and White"
641,Michael Schultz,,2024-08-04,27230,A,,002,West Daniel,Uganda,False,,001-431-427-4533x20179,,,,Office manager,SQL,Other,2,
642,Daniel Elliott,,,96327,B,Yes,abc,Levyfort,Paraguay,,Other,+1-497-492-9433x235,,single,employed,Contracting civil engineer,SQL,Tableau,5,
643,Gary Fleming,,,34665,Unknown,Yes,002,Transtad,Tonga,True,Other,(652)457-8420,nicolecharles@harrison.com,married,,Ambulance person,Python,R,7,Fisher-Roberts
644,Nicole Rodriguez,,,92415,C,No,abc,South Katherineville,Saudi Arabia,,,290-127-2718x012,,,,Insurance claims handler,Other,Tableau,6,
645,Jeffrey Jimenez,,,62497,B,No,003,North Angelaview,China,True,F,4442947918,anna97@harding.biz,,,"Engineer, mining",Other,Tableau,1,
646,Derrick Lambert,,2025-05-23,42785,Unknown,Yes,002,West Kayla,Bermuda,False,F,+1-832-918-5451x982,ejones@white-white.info,married,employed,Statistician,SQL,Other,0,
647,Anthony Cole,,2024-06-13,24338,Unknown,,002,East Andrewland,Finland,True,F,+1-947-448-5577x3357,,married,employed,"Conservator, furniture",SQL,PowerBI,0,
648,Carla Navarro,44,2025-03-11,41729,Unknown,Yes,abc,Phillipsfort,Switzerland,,Other,325.621.3020x17547,,single,freelancer,Set designer,Excel,Tableau,0,
649,Martin Rogers,,2023-12-19,7848,Unknown,Yes,,Watkinsburgh,Kuwait,,,306.181.3323x77532,,,,"Programmer, applications",Other,R,3,Williams Inc
650,Garrett Malone MD,,2024-07-26,37802,A,Yes,,Richmondport,Aruba,True,F,497-097-9277,,married,,Soil scientist,Other,PowerBI,7,"Miles, Strong and Murphy"
651,Patrick Johnson,,,48207,A,No,,New Kevinfurt,Wallis and Futuna,,F,4634950754,,single,employed,Commercial art gallery manager,Excel,R,9,Wilson Ltd
652,John Cardenas,19,2024-09-06,32909,B,No,,Michaeltown,Singapore,True,Other,283.836.2745x05939,eking@yahoo.com,married,employed,Learning disability nurse,SQL,R,1,
653,Eric Jordan,54,,131827,A,Yes,003,Elizabethview,Palestinian Territory,True,Other,(105)330-0417,clayton23@kelly.info,,freelancer,Claims inspector/assessor,Other,Other,3,Adkins-Porter
654,Antonio Rodgers,,2024-04-15,30527,C,Yes,,Bartonbury,Botswana,True,,(891)055-3402x505,wardsydney@soto-stokes.net,single,,Copy,Other,Other,9,
655,Janice Black,36,2023-03-29,25644,B,No,002,East Elizabeth,Mali,False,F,(155)603-2512,,,,"Engineer, maintenance (IT)",SQL,R,4,Petersen Inc
656,Pamela Bates,,2024-08-06,106615,A,No,,North Stevenmouth,Pakistan,True,F,+1-277-020-9516x02298,,,employed,Equities trader,Excel,Tableau,4,
657,Mario Jones,,2022-07-13,49490,B,No,001,New Juanstad,Morocco,,,+1-741-622-3639x254,,,employed,Advertising copywriter,Excel,Tableau,7,Clark Inc
658,Tyler Yu,,,41817,B,,abc,Murphyborough,Romania,True,Other,(301)442-0104x5036,,,,"Surveyor, building",Other,Tableau,7,Rodriguez-Leon
659,Erin Evans,,2022-07-30,113316,Unknown,No,003,Collierton,Guernsey,True,,+1-896-354-9885,,single,unemployed,"Presenter, broadcasting",Other,PowerBI,2,
660,Michael West,,2024-02-19,24130,A,Yes,abc,Tuckerhaven,Reunion,True,Other,852.398.6755x0478,,,,Product/process development scientist,Other,PowerBI,1,
