Gregory Kennedy,,,"{""monthly"": 134233}",B,no,001,New Katie,Tanzania,,M,001-508-563-3342x348,jackwood@yahoo.com,,unemployed,Corporate treasurer,SQL,,4,
John Diaz,,2024/09/28,"{""monthly"": 6081}",,,002,Jamesmouth,Kyrgyz Republic,,M,023-308-9453,jamesamy@gmail.com,,employed,"Embryologist, clinical",Python,PowerBI,4,
Tony Ortiz,61,invalid,"{""monthly"": 32805}",c,no,001,Lake Kennethport,Montenegro,True,,001-335-988-7147,,,,Web designer,Python,,10,
Ryan Brady,39,,90174,C,No,001,Cartermouth,Croatia,,Other,152-649-3724,xcarr@hotmail.com,single,,Hospital doctor,,,1,Richard Group
Adam Brooks,34,2022/08/11,109573,B,yes,002,Willietown,China,False,,001-737-308-8753x6412,,,unemployed,Hydrologist,Excel,R,7,Green-Perez
Veronica Mcgrath,,,"{""monthly"": 30195}",c,,002,Cynthiaborough,Aruba,,,(633)115-7710,,,freelancer,Audiological scientist,,,6,
Jennifer Lopez,,,"{""monthly"": 116677}",B,yes,,Kaylafurt,Argentina,,,(148)190-1682,,married,unemployed,Press photographer,,,10,
Lindsay Barr,51,"Jul 18, 2022","{""monthly"": 25757}",,Y,002,Christinaport,Svalbard & Jan Mayen Islands,False,Other,001-504-353-2614x222,joneshayley@nelson.com,,freelancer,Personnel officer,,PowerBI,8,
Dawn Vaughn,,06-07-2023,"{""monthly"": 113270}",B,0,,Port Lauraville,Philippines,,Other,(793)171-0299,,single,,Clinical molecular geneticist,Excel,PowerBI,10,Santos Inc
Roger Scott PhD,29,invalid,"{""monthly"": 114117}",b,N,,Donaldbury,Botswana,,,4149865794,,,freelancer,Higher education careers adviser,SQL,Tableau,2,
Kenneth Hall,,"Oct 08, 2024",32873,unknown,,001,Smithfurt,Bahamas,True,,001-216-026-9360x30269,pearsonjeffrey@gmail.com,single,unemployed,"Presenter, broadcasting",,,6,
Mallory Beck,,invalid,"{""monthly"": 99562}",unknown,Y,001,Haleymouth,Timor-Leste,False,F,202-896-7714x1018,jason54@wang.com,married,employed,"Engineer, biomedical",Excel,Tableau,0,
Tanya Salazar,,2023/07/22,"{""monthly"": 119239}",,No,001,Lake Robert,Czech Republic,,,(550)139-9792x92278,sandra72@rodriguez-cooley.net,,,"Administrator, local government",Excel,PowerBI,2,
Kimberly Moore,,invalid,128598,A,0,,Lake Michael,Marshall Islands,False,F,711-849-9628x31692,,,employed,Research scientist (maths),Python,PowerBI,1,
Jessica Johnston,,invalid,81224,A,0,abc,Jennifershire,Guatemala,,,576.334.6981x22016,,,unemployed,"Engineer, chemical",Excel,,0,Hayes Group
Scott Jenkins,,,"{""monthly"": 114350}",,Yes,abc,East Kristy,Canada,,,+1-843-553-2996x799,,,employed,Chartered loss adjuster,SQL,R,3,"Chang, Haas and Patel"
David Christian,,2025/03/06,"{""monthly"": 93906}",,no,003,East Don,British Indian Ocean Territory (Chagos Archipelago),,,(520)337-7791x4724,,,,Office manager,SQL,,3,"Stanley, Crawford and Skinner"
Alyssa Ayala,,31-03-2024,"{""monthly"": 38841}",C,No,002,Karenchester,Oman,,M,(353)609-3987x78529,,,freelancer,Field seismologist,SQL,Tableau,8,
Kenneth Hernandez,,"Mar 16, 2023","{""monthly"": 46577}",C,,001,East Codyberg,Lithuania,True,Other,(077)005-4318x2650,,single,,Chiropodist,SQL,PowerBI,8,
Lisa Cardenas,,"Apr 12, 2025",17235,,Y,002,Jeffersonside,Jordan,True,M,297-807-3027,,,employed,Town planner,Excel,,9,
Gary White,53,,"{""monthly"": 35948}",a,N,002,New Jenniferburgh,Kyrgyz Republic,,,(563)122-0456,,,employed,Industrial/product designer,SQL,R,5,
Catherine Espinoza,25,invalid,6726,a,0,003,Port Dana,French Polynesia,,,+1-033-885-3600x8515,alexawilliamson@gmail.com,single,freelancer,Medical laboratory scientific officer,Python,,5,
Michael Rodriguez,60,2025/05/17,143844,unknown,No,002,Marcview,Central African Republic,,,+1-386-852-5663x5481,,,,"Production assistant, radio",Python,PowerBI,7,
Jacob Hart,,,27224,c,N,abc,New Beverly,New Zealand,False,,108.184.9293x49466,bcervantes@howell-williams.com,,employed,Electronics engineer,SQL,,0,
Lisa Moore,,,114918,unknown,,003,Quinnland,French Southern Territories,,Other,169-221-1940,wwalker@pierce.com,,,Research scientist (physical sciences),,Tableau,6,Young-Griffin
Cindy Miller,59,,"{""monthly"": 120905}",c,1,002,Branchland,Cayman Islands,,M,001-502-563-6993x8409,harpershawn@gmail.com,,,Psychotherapist,SQL,,8,Gonzales Inc
Drew Tyler,31,,"{""monthly"": 141665}",c,no,001,Reginamouth,Congo,True,,0148072996,,,unemployed,Marine scientist,Python,,8,
Jacqueline Thompson,64,"Jan 17, 2023","{""monthly"": 138037}",c,Yes,001,Matthewburgh,Anguilla,True,,8910927314,,single,,IT sales professional,Python,Tableau,9,
Kathleen Anderson,,,66299,c,Y,003,Andrewport,Ukraine,False,,458.642.6897x73563,,married,employed,Insurance account manager,Python,,9,
Adam Walker,,04-11-2023,"{""monthly"": 116592}",unknown,Yes,001,Flynnmouth,Georgia,True,,2406576386,jessica99@gmail.com,,unemployed,Health service manager,,PowerBI,5,
Michelle Christensen,,,"{""monthly"": 108489}",b,,abc,South Gabrielport,Venezuela,,,(845)741-7513,,,,Building control surveyor,SQL,Tableau,8,
Dana Cross,,invalid,"{""monthly"": 139528}",,Yes,,Martinfort,Puerto Rico,False,,335.519.6851x5149,,single,unemployed,"Production assistant, radio",,R,1,
Michelle Smith,44,26-09-2022,"{""monthly"": 80914}",A,,002,Lake Breannaton,Malaysia,True,Other,658.897.7300,,,freelancer,Dispensing optician,Python,,0,
Mary Cohen,,invalid,"{""monthly"": 84996}",b,No,002,New Judymouth,Svalbard & Jan Mayen Islands,,M,(264)890-5920x332,zhughes@yahoo.com,,employed,"Loss adjuster, chartered",Excel,,7,
Matthew Bell,,invalid,103908,,,002,East Sharishire,Sierra Leone,False,,+1-360-387-4686x1327,,,,"Engineer, drilling",,Tableau,5,
James Wilson,,,"{""monthly"": 66032}",unknown,N,,New Mark,Anguilla,True,,001-523-503-3499x99918,,,employed,Archaeologist,SQL,PowerBI,9,
Marc Jones,,,"{""monthly"": 27322}",a,,,Lake Matthew,Jamaica,True,,+1-245-202-5716x118,,married,,Glass blower/designer,,PowerBI,1,
Angela Stuart,52,14-09-2022,"{""monthly"": 58950}",a,,abc,Lake Lynn,Wallis and Futuna,True,,(243)550-3518,,,,Retail buyer,,PowerBI,7,
Robert Rivers,,2024/06/09,"{""monthly"": 143386}",c,1,003,West Barbara,India,True,M,+1-394-942-5470x52885,johnsonrobin@yahoo.com,married,freelancer,Arts administrator,SQL,Tableau,4,
Debra Lopez,,invalid,"{""monthly"": 20443}",c,no,001,Whiteton,Malta,True,Other,+1-284-561-4105x8826,,single,freelancer,Human resources officer,SQL,,5,"Smith, Ruiz and Mueller"
Nichole Wall,42,04-11-2023,"{""monthly"": 66994}",,,,North Michelleside,Macedonia,,M,+1-929-869-5539,,single,freelancer,"Administrator, arts",,,6,
Laurie Snyder,48,invalid,"{""monthly"": 9881}",b,,,Lake Crystal,Austria,True,F,351.882.0345,,married,freelancer,Ceramics designer,,,7,
Mark Barnes,,2024/10/30,42320,c,,002,Moorebury,Madagascar,False,,+1-861-210-3659,,,employed,Chartered legal executive (England and Wales),Excel,,9,"Miller, Wade and Anderson"
Holly Martinez,59,08-09-2022,"{""monthly"": 131402}",b,,003,Port Abigail,Solomon Islands,,Other,001-199-670-9840,,married,,Production manager,,R,0,
Ethan Patterson,,,"{""monthly"": 28518}",unknown,Yes,002,Tuckerberg,Tajikistan,,,6961244471,nicholegray@munoz.com,,freelancer,TEFL teacher,Python,,4,
Christopher Gilbert,,"Jul 03, 2024","{""monthly"": 91103}",A,no,,West Jessica,British Virgin Islands,True,,889-783-0198x5751,,single,employed,"Administrator, arts",SQL,,8,
James Smith,,invalid,"{""monthly"": 25322}",,yes,,South Randallmouth,Hungary,,M,049.629.4421x3365,,,,"Engineer, energy",Python,,2,
Steven Jones,18,invalid,"{""monthly"": 55591}",,yes,002,Keithberg,Italy,True,Other,(693)533-1796x71615,,,unemployed,Metallurgist,Excel,,10,"Taylor, Lopez and Rocha"
Michael Davis,63,2023/08/24,100158,A,Y,abc,East Jessica,Dominica,False,M,001-410-450-6323,singhmichael@brown.org,,employed,Naval architect,Python,,8,"Barber, Terry and Cisneros"
Brittany Burch,,2023/03/25,"{""monthly"": 51013}",B,,002,Port Rebeccafort,Ghana,True,F,+1-807-266-1531,,married,,"Buyer, industrial",Python,Tableau,10,
Mr. Carlos Black Jr.,,,"{""monthly"": 123994}",A,1,,West Jeffrey,Papua New Guinea,True,Other,(085)101-1947,,,freelancer,Arts administrator,Excel,,7,Downs-George
Alex Gonzales,,09-01-2025,63863,A,Y,abc,West Valerie,Myanmar,,Other,(911)014-9802x0574,shannongardner@white.com,,unemployed,Tourist information centre manager,Python,PowerBI,9,
Travis Adams,65,invalid,70531,a,no,003,Steeleberg,Taiwan,,M,+1-172-594-3042x6871,,single,employed,Music tutor,,,0,
Danielle Rogers,,"Apr 15, 2024","{""monthly"": 129145}",a,N,001,Tammymouth,El Salvador,,,685.975.2622x29390,lisa10@monroe.com,single,,"Engineer, electrical",,,1,
Angela Jones,,07-05-2024,"{""monthly"": 20908}",A,1,003,Lake Robert,Sao Tome and Principe,True,F,(858)248-1063x6007,townsendmonica@hotmail.com,,employed,Accommodation manager,Python,,10,Bowen-Thomas
Joseph Brooks,22,04-06-2022,"{""monthly"": 82310}",unknown,1,001,Lake Heatherborough,Myanmar,,F,704-033-9213x783,,single,,Physiotherapist,,,6,
Stephen Estes,57,"Jan 31, 2025","{""monthly"": 11808}",,,003,Lake Bailey,Montserrat,False,M,337.993.4331,currychristina@jones.com,single,,Equality and diversity officer,Excel,,3,
Leslie Davis,,,"{""monthly"": 115364}",,,abc,Lake Shelbyview,Anguilla,False,F,002-472-0635,justin30@cox.org,single,employed,Media buyer,SQL,R,9,"Gomez, Robertson and Nichols"
Stephen Herman,,"Aug 16, 2022","{""monthly"": 146857}",C,no,abc,Robertsview,Luxembourg,,,001-579-347-1991x4313,,,freelancer,Contractor,Excel,,9,
Sarah Chan,61,16-04-2023,"{""monthly"": 19314}",unknown,N,002,Matthewchester,Palestinian Territory,False,F,(056)874-2341x9249,cheryl69@duran.biz,,unemployed,Trade union research officer,,,9,
Donald Howell,,,83546,unknown,N,002,Lopezton,Malaysia,True,,+1-547-323-6104x92693,elizabeth63@gmail.com,,unemployed,Clinical research associate,Excel,Tableau,3,"Richard, Miller and Arnold"
Robert Brown,57,2024/07/12,"{""monthly"": 91904}",unknown,No,abc,West Courtneyhaven,Paraguay,False,M,170-378-4763,,single,employed,Geoscientist,Python,PowerBI,8,
Christopher Mckinney,,invalid,"{""monthly"": 99348}",A,yes,002,Greenfurt,Nepal,False,Other,6401285867,nberry@gmail.com,married,freelancer,Furniture conservator/restorer,SQL,R,8,
Robert Barnett,29,22-09-2024,"{""monthly"": 73626}",B,yes,,South Shawnhaven,Zambia,False,,459.021.3764,,single,freelancer,Fashion designer,SQL,R,7,
Philip Chavez,,2023/01/30,118696,B,Yes,002,Mcdanielport,Pitcairn Islands,False,F,(164)869-2230,wilkersonyolanda@wong.net,,freelancer,Arboriculturist,Python,,6,
Katherine Soto,33,,"{""monthly"": 145369}",b,no,003,Claymouth,Syrian Arab Republic,False,M,(431)327-8874,,,unemployed,Clothing/textile technologist,,,7,
Douglas Long,64,invalid,22006,C,,abc,Ramirezland,Timor-Leste,,,+1-814-758-6923x313,,,unemployed,Plant breeder/geneticist,Python,R,8,
Helen Tapia,,invalid,"{""monthly"": 110105}",A,No,002,North Brian,Uzbekistan,False,,514-942-3035,pittsmalik@arias.com,,unemployed,Occupational therapist,Python,,6,
Tracie Smith,,"Mar 04, 2025","{""monthly"": 40213}",B,Y,abc,Christopherport,Montserrat,,F,346-854-2153x9418,,single,,Secretary/administrator,,,5,Nunez Group
Kenneth Klein,,invalid,"{""monthly"": 135427}",c,Y,abc,West Helenport,British Virgin Islands,True,F,541-545-5304x610,,married,freelancer,Translator,Excel,R,1,Morris-Cooper
Vernon Price,,,"{""monthly"": 77463}",a,Yes,001,Torresland,Sierra Leone,True,Other,058-342-0979,barberjohn@thompson.biz,married,freelancer,Architectural technologist,SQL,R,4,White Ltd
Justin Hernandez,,"Oct 20, 2022","{""monthly"": 41140}",,Y,001,Adamsfurt,Montenegro,,Other,5040260024,,,,"Therapist, speech and language",,PowerBI,7,
Anthony Turner,50,invalid,"{""monthly"": 60017}",,No,,West Jesus,Korea,,,001-119-734-3925x02473,,single,freelancer,Broadcast engineer,SQL,,6,
Mary Turner,,,"{""monthly"": 41424}",C,Y,,East Mary,Macao,True,,020.273.4904x80006,,,freelancer,Public relations officer,SQL,,6,
Ronald Tyler,,,"{""monthly"": 11092}",A,no,002,Port Brandonstad,Indonesia,,,024.112.3222x076,,,,Physiotherapist,SQL,,1,
Hector Wolfe,42,invalid,"{""monthly"": 123367}",b,Yes,002,Angelaberg,Uganda,True,,8963583687,zjohnson@wiggins-williams.com,single,,Television camera operator,,PowerBI,2,
Michelle Coffey,,"May 22, 2024","{""monthly"": 81311}",,Yes,abc,Port Alexa,Syrian Arab Republic,True,Other,886-729-6488,,single,unemployed,Patent examiner,Python,,6,
David Garcia,25,,"{""monthly"": 23025}",unknown,No,002,Lindsaytown,Bulgaria,False,Other,941-962-7018x4408,,,unemployed,"Copywriter, advertising",,,4,
Kara Mccormick,,invalid,"{""monthly"": 6951}",C,0,001,Wendyview,France,,,3739842605,vcollins@moore-booth.com,,,"Psychologist, clinical",,,7,
Sean Hart,,17-09-2024,"{""monthly"": 124618}",c,Y,abc,North Zacharyville,Malaysia,False,,+1-628-379-4680,collinstodd@hotmail.com,married,,Pathologist,,,6,
Matthew Lucas,,,"{""monthly"": 16446}",a,no,003,Michaelmouth,Wallis and Futuna,,M,001-183-562-7580x62662,,married,,Public house manager,,,1,Delacruz Ltd
Melissa Spears,22,,90462,unknown,0,002,New Lisastad,Switzerland,,F,619.565.7709x4642,,single,,"Loss adjuster, chartered",Excel,PowerBI,10,
Austin Jackson,,invalid,"{""monthly"": 109685}",a,1,001,Brentstad,Serbia,True,Other,6350088462,kimthompson@yahoo.com,married,freelancer,Materials engineer,,,7,
Cameron Baker,,2025/01/06,119746,C,0,003,Port Colin,Burkina Faso,False,F,+1-526-345-1108x4180,kenneth98@hill.com,single,unemployed,Conference centre manager,Python,PowerBI,8,
William Flores,43,03-04-2025,"{""monthly"": 7938}",b,no,abc,Reginaport,Christmas Island,,F,6516612179,rberger@lewis.com,single,,Barrister,SQL,,0,
Misty Short,,15-10-2023,"{""monthly"": 85825}",,yes,,North Suzannemouth,British Virgin Islands,True,M,+1-730-148-3511,,married,unemployed,Theme park manager,Python,Tableau,3,
Jacob Rojas,,28-12-2022,93373,a,Yes,002,Port Kurt,Christmas Island,True,F,+1-116-411-1126x03638,,married,employed,Engineering geologist,,,1,Cain-Taylor
Steven Bartlett,,2023/10/11,"{""monthly"": 147004}",unknown,1,001,Port Russellburgh,Aruba,False,F,338-422-3138,dorothy44@sherman.com,,freelancer,Industrial/product designer,SQL,PowerBI,6,
Paul Shelton,38,invalid,"{""monthly"": 62696}",B,Y,,South Leonard,Papua New Guinea,,M,+1-363-951-4047,stacey07@robinson.biz,married,,"Administrator, education",Python,,7,
Jonathan Collins,,,"{""monthly"": 29836}",c,1,,Goodmantown,Hong Kong,False,Other,(904)225-6082x40036,maryjackson@wilkinson.com,,,Psychiatrist,Excel,R,0,
Timothy Vasquez,,invalid,"{""monthly"": 65928}",,,,Mcgeemouth,Liberia,True,F,001-353-646-6772x3349,rvang@gmail.com,single,freelancer,Secretary/administrator,SQL,,3,
Jonathon Howard,23,2022/09/23,"{""monthly"": 82755}",a,no,abc,West Maryton,Chile,False,M,001-826-793-6119,mary63@briggs-lin.info,,freelancer,Chartered accountant,SQL,R,5,
Jennifer Walters,,invalid,"{""monthly"": 80616}",A,No,,North Amy,Israel,,Other,(862)647-9284x129,clarkelizabeth@yahoo.com,married,,Archivist,Excel,Tableau,10,
Joseph Rhodes MD,64,,141700,c,no,abc,Yangbury,Saint Barthelemy,True,M,403.534.4448x8010,,single,unemployed,Environmental consultant,Excel,Tableau,3,
Kelly Baker,23,,"{""monthly"": 58575}",a,,001,East Monica,Hungary,,,001-955-100-2842,,married,unemployed,Lawyer,SQL,,2,
Patrick Sherman,,"Dec 06, 2024","{""monthly"": 57796}",b,0,001,Shieldshaven,French Polynesia,,,421-500-6023x7840,,married,,Education administrator,,,8,
Cassie Pierce,,2024/08/16,131353,A,1,abc,New Catherine,Aruba,True,Other,(904)736-7515x41377,,married,,Energy manager,SQL,R,6,Lewis-Brown
Kimberly Clark,,"Oct 11, 2023","{""monthly"": 131050}",B,N,002,Lake Steven,Malta,,F,+1-028-579-1156x89476,danielperez@hotmail.com,married,employed,Technical brewer,Excel,,5,Davis-Hines
Todd Carrillo,,invalid,102817,unknown,0,003,Alexanderfurt,Antarctica (the territory South of 60 deg S),True,,+1-246-450-2508x42081,daniel14@gmail.com,single,,Medical physicist,,Tableau,3,Pennington-Scott
Reginald Green,,"Mar 16, 2025","{""monthly"": 133089}",c,yes,,Richardmouth,Chad,,,(232)349-9413,,married,unemployed,Civil Service administrator,,PowerBI,5,
Jessica Bennett,,29-11-2024,"{""monthly"": 43766}",b,,abc,Port Matthewchester,Malta,False,Other,001-137-231-4410x57744,jessebailey@hernandez.info,married,employed,Archaeologist,Excel,PowerBI,10,
David Salinas,,,26062,,No,abc,New Eric,Macedonia,False,,659.003.3590x210,,,,"Accountant, chartered",,,9,Taylor LLC
Kathy Richardson,,26-07-2022,"{""monthly"": 95280}",C,Y,,East Joshuabury,Myanmar,False,,001-864-584-1689x24188,,,employed,Geographical information systems officer,SQL,,0,
Joseph Dunlap,,invalid,"{""monthly"": 80586}",unknown,no,002,Port Christyland,Congo,,F,(032)646-3961,,married,unemployed,Administrator,,Tableau,8,
Michelle Warren,,2025/05/14,"{""monthly"": 20461}",C,No,003,East Sarah,Seychelles,,,680-090-7359,,single,unemployed,Maintenance engineer,Excel,R,1,Price Inc
Sydney Harrison,,24-03-2023,"{""monthly"": 66546}",,0,,Maryhaven,Bosnia and Herzegovina,True,M,+1-735-487-5130,smithtanya@hotmail.com,,employed,Media buyer,,PowerBI,1,
Larry Howell,51,invalid,"{""monthly"": 74687}",,0,003,Port Hannah,Mauritania,,Other,(969)931-2288,,,freelancer,Administrator,SQL,R,10,Haley-Mathis
Lynn Hernandez,,11-11-2023,91574,B,yes,abc,Cherylview,Central African Republic,,F,+1-213-758-0914x58610,arivera@russell.com,single,,Probation officer,Python,Tableau,5,Jones PLC
Valerie Walker,,invalid,"{""monthly"": 54266}",A,N,001,Port Billyshire,Guatemala,,M,986.485.2451,,,,"Engineer, structural",SQL,,7,Pierce-Fox
Emily Nguyen,,13-06-2024,"{""monthly"": 129812}",B,1,003,Mcintyrechester,Turks and Caicos Islands,False,F,001-621-542-5458x3932,,single,unemployed,"Psychologist, clinical",,PowerBI,4,
Eric Collier,,2023/07/19,35324,,,002,East Stephenville,Zimbabwe,False,F,(779)404-8723x8329,sanchezangela@weeks-cardenas.info,single,employed,Health visitor,,PowerBI,2,"Morgan, Payne and Kemp"
Christopher Bradshaw,,2025/01/13,129859,B,no,,East Stevenfort,Guatemala,,M,(774)756-9141x4526,,,unemployed,"Accountant, chartered management",,,1,
Richard Clark,,invalid,"{""monthly"": 119547}",a,No,003,Petersonbury,Estonia,True,Other,001-929-044-8006x6358,gilbertjared@wheeler-holland.com,single,employed,Rural practice surveyor,Python,,3,
Austin Gonzales,,"Jul 04, 2022","{""monthly"": 87148}",unknown,,,Alexanderberg,Bahamas,True,Other,+1-414-979-8279x4685,nicolepeterson@yahoo.com,married,,Insurance broker,,R,5,
David Nixon,,,"{""monthly"": 32940}",unknown,yes,,New Michaelland,Central African Republic,,Other,(646)065-3920,victor14@yahoo.com,,unemployed,Financial adviser,,,2,
Patricia Cooper,36,22-08-2024,"{""monthly"": 85974}",,Yes,003,North Martin,Brunei Darussalam,,F,4574088891,,,,Facilities manager,Excel,R,2,
Jose Stafford,,2022/09/21,18779,C,0,,North Lee,Albania,,Other,6995440499,,married,employed,Network engineer,,,5,"Cohen, Ward and Olson"
Lauren Fischer,,"Aug 28, 2023",107514,B,,,Joneston,Zimbabwe,,Other,719-158-8762,,married,,Emergency planning/management officer,,PowerBI,2,Miller Ltd
Chad Mcdaniel,55,"Jul 12, 2023","{""monthly"": 47911}",C,0,,Nathanmouth,Poland,,Other,001-711-949-4427x9664,jasmine45@gmail.com,married,unemployed,Ceramics designer,SQL,PowerBI,5,
David Waller,54,2024/12/01,"{""monthly"": 116964}",C,yes,001,South Jeremychester,India,,,443-483-4569x62259,cervanteskaitlyn@johnson.com,single,employed,"Therapist, speech and language",,R,9,Jones Ltd
Jose Phillips,,invalid,"{""monthly"": 36143}",a,1,abc,Angelaland,Falkland Islands (Malvinas),,,001-253-287-7073x744,iharding@dillon-woods.com,,employed,Air traffic controller,,,4,
Jeffrey Wood,,"Apr 21, 2025","{""monthly"": 35573}",B,Yes,abc,Lake Anthonytown,Isle of Man,False,M,425.580.8013x5478,,,freelancer,Dietitian,Excel,,2,Mathis-Rice
Raymond Clark,,invalid,"{""monthly"": 37829}",B,N,001,Donaldchester,Greenland,False,,789-305-0208,,single,,Network engineer,,,8,Riddle-Miller
Casey Smith,,,"{""monthly"": 37529}",a,Yes,002,Carriestad,French Polynesia,False,M,(471)049-5541,,,freelancer,"Accountant, chartered public finance",Excel,PowerBI,2,
Courtney Brown,,2025/01/19,"{""monthly"": 72308}",A,Yes,001,West Eric,Timor-Leste,,Other,(125)554-3800,,married,,"Secretary, company",Excel,Tableau,4,
Jordan Phillips,,,"{""monthly"": 133566}",c,,003,Lake Lucasfurt,Singapore,False,M,(979)748-3236,,single,unemployed,"Psychologist, educational",Excel,Tableau,2,Johnson LLC
Robert Miller,31,,"{""monthly"": 99126}",b,no,,Mercedesfort,Malta,,M,6674908730,,,freelancer,Animal nutritionist,,Tableau,6,Lowe Group
Theodore Henson,,invalid,42550,,No,001,Stoneberg,Tajikistan,,F,+1-818-479-1632,,,,"Conservation officer, nature",,,2,Luna Ltd
Willie Mcintyre,,invalid,"{""monthly"": 69880}",B,Y,001,New Jacob,Guinea-Bissau,True,,(048)774-5256,,single,freelancer,Dramatherapist,Excel,R,5,"Young, Zimmerman and Barron"
Michael Russell,27,"Jul 05, 2022","{""monthly"": 103869}",a,1,001,West Scottchester,Macedonia,True,F,+1-412-914-1705x12798,,,,Youth worker,,PowerBI,8,Walker Group
Susan Soto,,"Jan 11, 2023","{""monthly"": 30969}",A,no,003,West Mandy,Latvia,,F,167.020.6977x794,,,,Photographer,,Tableau,4,
Vanessa Sellers,,2024/08/10,"{""monthly"": 42400}",unknown,,,East Bruce,Netherlands Antilles,,M,(636)190-7118,,,unemployed,"Pharmacist, community",,,7,
Michael Martin,,invalid,"{""monthly"": 77305}",unknown,,,Philipton,Niue,False,Other,824-307-5623x0767,,single,freelancer,Geochemist,,R,1,
Jeffrey Boone,23,2024/06/22,48283,A,Yes,,Port Duanehaven,Taiwan,,,+1-111-886-7352x84464,,single,,Tourist information centre manager,,Tableau,7,"Porter, Blair and Padilla"
Benjamin Williams,,,"{""monthly"": 111291}",A,,002,East Brandonborough,Russian Federation,True,,001-097-705-3893,,,unemployed,"Runner, broadcasting/film/video",,,0,
Nicholas Navarro,46,,50826,B,N,002,West Robert,Puerto Rico,,M,001-463-376-6770x907,,,,Games developer,SQL,R,1,Wood-Vance
Melissa Elliott,61,,35897,b,Y,abc,Hillville,Hungary,,Other,191-951-0645,meredith19@clark.com,single,,Planning and development surveyor,,Tableau,4,
Tommy Hoffman,50,invalid,132996,A,N,001,Scottport,Mongolia,,Other,(071)094-7722x9730,,,employed,"Buyer, retail",Excel,R,2,Daniels Inc
Shawn Lin,40,19-03-2025,"{""monthly"": 56785}",B,,,New Laurie,Cote d'Ivoire,False,,+1-727-721-6833x0606,vdixon@knight.biz,,employed,Systems developer,SQL,R,3,"Morrison, Bryan and Cunningham"
Paul Brooks,,"Jan 11, 2025","{""monthly"": 52757}",,Y,001,Port Caitlyn,French Guiana,,,+1-586-081-6944x020,campbelldebbie@roberts.com,married,freelancer,Environmental education officer,,PowerBI,5,
Emily Clark,30,2023/08/29,"{""monthly"": 40043}",unknown,1,,Port Adamburgh,Saint Martin,,M,001-515-934-9862,justinevans@gmail.com,married,,Corporate treasurer,Python,PowerBI,6,Vega Inc
Kimberly Owens,,2024/09/06,"{""monthly"": 109825}",,1,002,Dianeborough,Holy See (Vatican City State),True,M,252-974-2075,mayerrobert@mosley.org,married,unemployed,Personnel officer,Python,,0,
Renee Rodriguez,33,"Dec 30, 2024","{""monthly"": 7104}",unknown,0,003,Velasquezchester,Burundi,,,1858866436,jeffrey32@johnson-walker.com,,unemployed,"Scientist, research (medical)",,Tableau,8,
Angela Flores,,01-11-2023,69842,unknown,No,abc,East Cristianstad,Seychelles,True,,001-780-552-9710,,married,unemployed,Careers adviser,,Tableau,3,
Michael Riggs,,04-03-2025,"{""monthly"": 55378}",C,1,001,Andrewsberg,Syrian Arab Republic,False,M,+1-230-734-5827x53014,andrea11@dudley.info,,,"Engineer, production",,R,10,
Samantha Waters,,invalid,"{""monthly"": 138657}",unknown,yes,003,South Paulshire,Vanuatu,True,Other,9800554053,,,freelancer,"Psychotherapist, dance movement",,Tableau,5,
Calvin Moore,29,17-10-2024,"{""monthly"": 89315}",a,Y,abc,Jasonstad,Norfolk Island,,,935.154.7967x759,sandrastevens@wilson.net,,unemployed,Automotive engineer,Python,,5,"Wong, White and Hernandez"
Michele Browning,37,26-07-2023,"{""monthly"": 149642}",C,N,003,Danielberg,Chad,,,043-555-5755,,,unemployed,Purchasing manager,Python,Tableau,9,Morris-Johnson
Elizabeth Pearson,23,2023/04/05,"{""monthly"": 36550}",A,,,South Robertburgh,Uruguay,False,F,001-537-561-7960x601,,,employed,Multimedia specialist,Excel,,9,Smith Inc
Derek Santos,,invalid,57952,,no,001,South Austin,Liberia,False,F,779-664-7217,,,,Field seismologist,Python,R,7,
John Guerrero,63,invalid,"{""monthly"": 114839}",,,001,East Janetside,American Samoa,False,,391.487.7572,,married,freelancer,"Psychotherapist, child",Excel,,0,
Toni Cummings,,invalid,"{""monthly"": 144583}",,Yes,002,Noahport,Marshall Islands,,,(295)720-7158,,,,"Nurse, mental health",,R,3,
Patricia Jordan,18,,"{""monthly"": 7322}",,0,,North Heather,Estonia,,Other,275.939.4170,norrisbrenda@gmail.com,,freelancer,Retail buyer,,PowerBI,2,
Jay Patel,,2024/02/18,"{""monthly"": 43833}",b,no,003,Jeffreyton,Mayotte,True,F,(078)297-9728x7187,keith71@mcdowell.com,single,employed,Glass blower/designer,Python,,5,Horn Group
Christopher Richards,,,"{""monthly"": 40025}",unknown,,003,Melissatown,Ecuador,,M,602.641.0319,,single,freelancer,Diagnostic radiographer,SQL,R,2,Lopez PLC
Craig Frey,,,"{""monthly"": 105134}",b,,,West Josephbury,Bahrain,False,,+1-220-364-6206x9818,harmonjoshua@howard.net,,freelancer,"Engineer, water",SQL,,10,Clay PLC
Melissa Ellis,,2023/03/05,118745,c,no,abc,West Dennis,Tunisia,True,,(359)211-9789x275,davidrodriguez@ingram.net,,unemployed,Private music teacher,SQL,Tableau,9,Hill-Klein
Justin Burke,64,"Dec 18, 2024","{""monthly"": 47708}",C,1,,Ramosshire,Swaziland,False,M,+1-582-919-2170x53672,tjackson@gmail.com,single,,"Engineer, land",SQL,,10,"Castaneda, Cook and Brown"
